CUSTOMER_ID,COMPANY_NAME,CURRENT_ARR,CURRENT_PRODUCT_COUNT,POTENTIAL_PRODUCT_COUNT,TOTAL_POTENTIAL_ARR,TOTAL_EXPECTED_POTENTIAL_ARR,TOP_5_SIMILAR_COMPANIES,AVG_SIMILARITY_SCORE,POTENTIAL_PRODUCTS,TOP_PRODUCT_RECOMMENDATION,TOP_PRODUCT_EXPECTED_ARR
CUST_000042,"Mitchell, Batz and Pouros",420242,2,2,414652,334031,"Schultz - Collins, Smith, Ratke and Ankunding, Bruen - Adams, Pagac - Muller, InnovateTech Solutions",81.8,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 245816.2452173913, ""EXPECTED_ARR"": 204027.48353043475, ""PURCHASE_PROBABILITY"": 83.0, ""MAX_SIMILARITY_SCORE"": 83, ""ESTIMATED_LICENSES"": 34, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bruen - Adams, InnovateTech Solutions""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 168835.5025, ""EXPECTED_ARR"": 130003.33692500001, ""PURCHASE_PROBABILITY"": 77.0, ""MAX_SIMILARITY_SCORE"": 77, ""ESTIMATED_LICENSES"": 49, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""InnovateTech Solutions""}]",Umbrella,204027
CUST_000035,Bruen - Adams,152780,2,2,400467,344986,"Schultz - Collins, Bode - Mayer, Mitchell, Batz and Pouros, Pagac - Muller, Credit Group",82.8,"[{""PRODUCT_ID"": ""PROD_DUO"", ""PRODUCT_NAME"": ""Duo"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 214842.38523809522, ""EXPECTED_ARR"": 189061.2990095238, ""PURCHASE_PROBABILITY"": 88.0, ""MAX_SIMILARITY_SCORE"": 88, ""ESTIMATED_LICENSES"": 31, ""PRICE_PER_LICENSE"": 6930.399523809523, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Schultz - Collins, Bode - Mayer, Mitchell, Batz and Pouros""}, {""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 185625.045, ""EXPECTED_ARR"": 155925.0378, ""PURCHASE_PROBABILITY"": 84.0, ""MAX_SIMILARITY_SCORE"": 84, ""ESTIMATED_LICENSES"": 45, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bode - Mayer""}]",Duo,189061
CUST_000002,MedSecure Systems,3627162,3,1,368682,258077,"Global Capital Management, InnovateTech Solutions, Medical Group, Swaniawski Inc, Smith, Ratke and Ankunding",70.2,"[{""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 368681.6075, ""EXPECTED_ARR"": 258077.12524999998, ""PURCHASE_PROBABILITY"": 70.0, ""MAX_SIMILARITY_SCORE"": 70, ""ESTIMATED_LICENSES"": 107, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""InnovateTech Solutions""}]",Splunk,258077
CUST_000019,Pagac - Muller,131258,2,2,367437,301673,"Schultz - Collins, Smith, Ratke and Ankunding, Bruen - Adams, Mitchell, Batz and Pouros, Stokes and Sons",82.6,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 202436.90782608694, ""EXPECTED_ARR"": 168022.63349565215, ""PURCHASE_PROBABILITY"": 83.0, ""MAX_SIMILARITY_SCORE"": 83, ""ESTIMATED_LICENSES"": 28, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bruen - Adams""}, {""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 165000.04, ""EXPECTED_ARR"": 133650.03240000003, ""PURCHASE_PROBABILITY"": 81.0, ""MAX_SIMILARITY_SCORE"": 81, ""ESTIMATED_LICENSES"": 40, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Stokes and Sons""}]",Umbrella,168023
CUST_000007,"Baumbach, Dietrich and Mueller",1091244,2,1,358905,290713,"Swaniawski Inc, Credit Group, Mohr and Sons, Ondricka, Waters and Wilderman, Herzog, Bode and Frami",77.0,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 358904.9478787879, ""EXPECTED_ARR"": 290713.0077818182, ""PURCHASE_PROBABILITY"": 81.0, ""MAX_SIMILARITY_SCORE"": 81, ""ESTIMATED_LICENSES"": 79, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Swaniawski Inc, Mohr and Sons, Ondricka, Waters and Wilderman""}]",Meraki,290713
CUST_000032,Wealth Group,320768,3,2,329388,266804,"Medical Systems, Bode - Mayer, Cloud Solutions, Trust Holdings, Credit Group",80.4,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 172637.82303030303, ""EXPECTED_ARR"": 139836.63665454547, ""PURCHASE_PROBABILITY"": 81.0, ""MAX_SIMILARITY_SCORE"": 81, ""ESTIMATED_LICENSES"": 38, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bode - Mayer, Trust Holdings""}, {""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 156750.038, ""EXPECTED_ARR"": 126967.53078000002, ""PURCHASE_PROBABILITY"": 81.0, ""MAX_SIMILARITY_SCORE"": 81, ""ESTIMATED_LICENSES"": 38, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Bode - Mayer, Trust Holdings""}]",Meraki,139837
CUST_000034,Cloud Solutions,395737,3,2,303384,232162,"Medical Systems, Wealth Group, Advanced Manufacturing Co, InnovateTech Solutions, Capital Management",79.0,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 159008.5212121212, ""EXPECTED_ARR"": 122436.56133333333, ""PURCHASE_PROBABILITY"": 77.0, ""MAX_SIMILARITY_SCORE"": 77, ""ESTIMATED_LICENSES"": 35, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Advanced Manufacturing Co, Capital Management""}, {""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 144375.035, ""EXPECTED_ARR"": 109725.0266, ""PURCHASE_PROBABILITY"": 76.0, ""MAX_SIMILARITY_SCORE"": 76, ""ESTIMATED_LICENSES"": 35, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Capital Management""}]",Meraki,122437
CUST_000004,Global Medical Network,4199901,3,2,280113,189705,"Global Premier Works, Global Quality Industries, Block - Toy, Medical Systems, White, Boehm and Hilpert",68.6,"[{""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 152625.037, ""EXPECTED_ARR"": 106837.52590000001, ""PURCHASE_PROBABILITY"": 70.0, ""MAX_SIMILARITY_SCORE"": 70, ""ESTIMATED_LICENSES"": 37, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Global Quality Industries, Block - Toy""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 127488.0325, ""EXPECTED_ARR"": 82867.221125, ""PURCHASE_PROBABILITY"": 65.0, ""MAX_SIMILARITY_SCORE"": 65, ""ESTIMATED_LICENSES"": 37, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Medical Systems, White, Boehm and Hilpert""}]",ThousandEyes,106838
CUST_000004,Advanced Manufacturing Co,140615,3,2,280113,224090,"Quality Corporation, Capital Management, InnovateTech Solutions, Global Financial Partners, Cloud Solutions",79.2,"[{""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 152625.037, ""EXPECTED_ARR"": 122100.02960000001, ""PURCHASE_PROBABILITY"": 80.0, ""MAX_SIMILARITY_SCORE"": 80, ""ESTIMATED_LICENSES"": 37, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Capital Management, Global Financial Partners""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 127488.0325, ""EXPECTED_ARR"": 101990.426, ""PURCHASE_PROBABILITY"": 80.0, ""MAX_SIMILARITY_SCORE"": 80, ""ESTIMATED_LICENSES"": 37, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""InnovateTech Solutions, Cloud Solutions""}]",ThousandEyes,122100
CUST_000001,TechCorp Industries,1522871,3,1,264000,192720,"Data Solutions, Global Financial Partners, Global Premier Works, Block - Toy, Harber LLC",70.6,"[{""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 264000.064, ""EXPECTED_ARR"": 192720.04672, ""PURCHASE_PROBABILITY"": 73.0, ""MAX_SIMILARITY_SCORE"": 73, ""ESTIMATED_LICENSES"": 64, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Data Solutions, Global Financial Partners, Block - Toy""}]",ThousandEyes,192720
CUST_000001,Global Premier Works,3386280,3,1,264000,208560,"Global Quality Industries, Global Medical Network, TechCorp Industries, Block - Toy, Corwin LLC",71.0,"[{""PRODUCT_ID"": ""PROD_THOUSAND_EYES"", ""PRODUCT_NAME"": ""ThousandEyes"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 264000.064, ""EXPECTED_ARR"": 208560.05056000003, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 64, ""PRICE_PER_LICENSE"": 4125.001, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Global Quality Industries, Block - Toy""}]",ThousandEyes,208560
CUST_000015,Investment Management,811945,2,1,258957,201986,"Bashirian Inc, Cyber Systems, Credit Advisors, Credit Group, Wealth Capital",78.4,"[{""PRODUCT_ID"": ""PROD_MERAKI"", ""PRODUCT_NAME"": ""Meraki"", ""PRODUCT_CATEGORY"": ""Networking"", ""POTENTIAL_ARR"": 258956.73454545453, ""EXPECTED_ARR"": 201986.25294545453, ""PURCHASE_PROBABILITY"": 78.0, ""MAX_SIMILARITY_SCORE"": 78, ""ESTIMATED_LICENSES"": 57, ""PRICE_PER_LICENSE"": 4543.100606060606, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Credit Advisors""}]",Meraki,201986
CUST_000040,Data Solutions,119330,3,2,258642,204609,"Smith LLC, Credit Partners, Cloud Solutions, Advanced Manufacturing Co, TechCorp Industries",77.0,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 151827.6808695652, ""EXPECTED_ARR"": 124498.69831304345, ""PURCHASE_PROBABILITY"": 82.0, ""MAX_SIMILARITY_SCORE"": 82, ""ESTIMATED_LICENSES"": 21, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Smith LLC, Credit Partners, Cloud Solutions""}, {""PRODUCT_ID"": ""PROD_SPLUNK"", ""PRODUCT_NAME"": ""Splunk"", ""PRODUCT_CATEGORY"": ""Analytics"", ""POTENTIAL_ARR"": 106814.2975, ""EXPECTED_ARR"": 80110.723125, ""PURCHASE_PROBABILITY"": 75.0, ""MAX_SIMILARITY_SCORE"": 75, ""ESTIMATED_LICENSES"": 31, ""PRICE_PER_LICENSE"": 3445.6225, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Cloud Solutions""}]",Umbrella,124499
CUST_000003,Global Quality Industries,3222435,3,1,253046,199906,"Global Premier Works, Global Medical Network, Data Solutions, Quality Corporation, Smith LLC",71.2,"[{""PRODUCT_ID"": ""PROD_UMBRELLA"", ""PRODUCT_NAME"": ""Umbrella"", ""PRODUCT_CATEGORY"": ""Security"", ""POTENTIAL_ARR"": 253046.13478260866, ""EXPECTED_ARR"": 199906.44647826086, ""PURCHASE_PROBABILITY"": 79.0, ""MAX_SIMILARITY_SCORE"": 79, ""ESTIMATED_LICENSES"": 35, ""PRICE_PER_LICENSE"": 7229.889565217391, ""SIMILAR_COMPANIES_WITH_PRODUCT"": ""Global Premier Works, Global Medical Network, Quality Corporation""}]",Umbrella,199906
